"","hospital_pk","collection_week","state","ccn","hospital_name","address","city","zip","hospital_subtype","fips_code","is_metro_micro","total_beds_7_day_avg","all_adult_hospital_beds_7_day_avg","all_adult_hospital_inpatient_beds_7_day_avg","inpatient_beds_used_7_day_avg","all_adult_hospital_inpatient_bed_occupied_7_day_avg","inpatient_beds_used_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg","inpatient_beds_7_day_avg","total_icu_beds_7_day_avg","total_staffed_adult_icu_beds_7_day_avg","icu_beds_used_7_day_avg","staffed_adult_icu_bed_occupancy_7_day_avg","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg","staffed_icu_adult_patients_confirmed_covid_7_day_avg","total_patients_hospitalized_confirmed_influenza_7_day_avg","icu_patients_confirmed_influenza_7_day_avg","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg","total_beds_7_day_sum","all_adult_hospital_beds_7_day_sum","all_adult_hospital_inpatient_beds_7_day_sum","inpatient_beds_used_7_day_sum","all_adult_hospital_inpatient_bed_occupied_7_day_sum","inpatient_beds_used_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum","inpatient_beds_7_day_sum","total_icu_beds_7_day_sum","total_staffed_adult_icu_beds_7_day_sum","icu_beds_used_7_day_sum","staffed_adult_icu_bed_occupancy_7_day_sum","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum","staffed_icu_adult_patients_confirmed_covid_7_day_sum","total_patients_hospitalized_confirmed_influenza_7_day_sum","icu_patients_confirmed_influenza_7_day_sum","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum","total_beds_7_day_coverage","all_adult_hospital_beds_7_day_coverage","all_adult_hospital_inpatient_beds_7_day_coverage","inpatient_beds_used_7_day_coverage","all_adult_hospital_inpatient_bed_occupied_7_day_coverage","inpatient_beds_used_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage","inpatient_beds_7_day_coverage","total_icu_beds_7_day_coverage","total_staffed_adult_icu_beds_7_day_coverage","icu_beds_used_7_day_coverage","staffed_adult_icu_bed_occupancy_7_day_coverage","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage","staffed_icu_adult_patients_confirmed_covid_7_day_coverage","total_patients_hospitalized_confirmed_influenza_7_day_coverage","icu_patients_confirmed_influenza_7_day_coverage","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_adult_covid_confirmed_18.19_7_day_sum","previous_day_admission_adult_covid_confirmed_20.29_7_day_sum","previous_day_admission_adult_covid_confirmed_30.39_7_day_sum","previous_day_admission_adult_covid_confirmed_40.49_7_day_sum","previous_day_admission_adult_covid_confirmed_50.59_7_day_sum","previous_day_admission_adult_covid_confirmed_60.69_7_day_sum","previous_day_admission_adult_covid_confirmed_70.79_7_day_sum","previous_day_admission_adult_covid_confirmed_80._7_day_sum","previous_day_admission_adult_covid_confirmed_unknown_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ED_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_adult_covid_suspected_18.19_7_day_sum","previous_day_admission_adult_covid_suspected_20.29_7_day_sum","previous_day_admission_adult_covid_suspected_30.39_7_day_sum","previous_day_admission_adult_covid_suspected_40.49_7_day_sum","previous_day_admission_adult_covid_suspected_50.59_7_day_sum","previous_day_admission_adult_covid_suspected_60.69_7_day_sum","previous_day_admission_adult_covid_suspected_70.79_7_day_sum","previous_day_admission_adult_covid_suspected_80._7_day_sum","previous_day_admission_adult_covid_suspected_unknown_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum","previous_day_total_ED_visits_7_day_sum","previous_day_admission_influenza_confirmed_7_day_sum","geocoded_hospital_address","hhs_ids","previous_day_admission_adult_covid_confirmed_7_day_coverage","previous_day_admission_pediatric_covid_confirmed_7_day_coverage","previous_day_admission_adult_covid_suspected_7_day_coverage","previous_day_admission_pediatric_covid_suspected_7_day_coverage","previous_week_personnel_covid_vaccinated_doses_administered_7_day","total_personnel_covid_vaccinated_doses_none_7_day","total_personnel_covid_vaccinated_doses_one_7_day","total_personnel_covid_vaccinated_doses_all_7_day","previous_week_patients_covid_vaccinated_doses_one_7_day","previous_week_patients_covid_vaccinated_doses_all_7_day"
"1053","111329","2022/01/07","GA","111329","ST MARY'S GOOD SAMARITAN HOSPITAL","5401 LAKE OCONEE PARKWAY","GREENSBORO",30642,"Critical Access Hospitals",13133,"false",25,25,25,19.6,19.6,11,11,11,0,0,25,0,0,0,0,0,0,0,0,0,175,175,175,137,137,7,77,77,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,0,0,0,NA,NA,4,NA,6,0,0,122,0,0,0,0,0,0,0,0,0,0,0,339,0,"POINT (-83.241645 33.479921)","[C111329-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1054","110192","2022/01/07","GA","110192","PIEDMONT EASTSIDE MEDICAL CENTER","1700 MEDICAL WAY","SNELLVILLE",30078,"Short Term",13135,"true",334,316,276,227.6,217,82,82,82,0,0,294,42,24,19,19,9.1,9.1,NA,NA,NA,2338,2212,1932,1593,1519,7,574,574,0,0,2058,294,168,133,133,64,64,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,70,0,12,7,4,8,12,14,13,0,0,59,0,0,0,0,0,0,0,0,0,0,0,910,NA,"POINT (-84.019638 33.877261)","[C110192-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1055","110252","2022/01/07","GA","110252","NORTHSIDE HOSPITAL DULUTH","3620 HOWELL FERRY ROAD","DULUTH",30096,"Short Term",13135,"true",123.6,0,0,0,0,55,55,54.4,0,0,99.6,10,0,9.1,0,NA,NA,0,0,0,865,0,0,0,0,7,385,381,0,0,697,70,0,64,0,10,10,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-84.164667 34.000637)","",7,7,7,7,0,0,0,0,0,0
"1056","110087","2022/01/07","GA","110087","NORTHSIDE HOSPITAL GWINNETT","1000 MEDICAL CENTER BOULEVARD","LAWRENCEVILLE",30046,"Short Term",13135,"true",478,478,397.7,393.1,392.9,195.9,193.7,190.3,NA,0,398,56.6,56.6,54.7,54.7,18.7,18.7,0,0,NA,2390,2390,2784,2752,2750,7,1356,1332,15,0,2786,396,396,383,383,131,131,0,0,NA,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,0,237,6,35,28,22,36,43,41,26,0,0,393,4,0,NA,NA,0,0,NA,0,0,0,8,1621,0,"POINT (-84.014984 33.964319)","[C110087-B]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1057","110041","2022/01/07","GA","110041","HABERSHAM COUNTY MEDICAL CTR","541 HISTORIC HIGHWAY 441-NORTH","DEMOREST",30535,"Short Term",13137,"true",68,68,48,42,36.4,11.4,11.4,11.4,0,0,48,4,4,NA,NA,NA,NA,0,0,0,476,476,336,294,255,7,80,80,0,0,336,28,28,26,26,18,18,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,NA,NA,NA,NA,0,0,160,0,0,0,0,0,0,0,0,0,0,0,488,0,"POINT (-83.485989 34.405879)","[C110041-A]",7,7,7,7,0,174,5,361,0,0
"1058","110029","2022/01/07","GA","110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET","GAINESVILLE",30501,"Short Term",13139,"true",772,772,667,673.7,607.7,242.1,242.1,223.9,0,0,667,131,131,123.4,123.4,53.7,53,0,0,0,5404,5404,4669,4716,4254,7,1695,1567,0,0,4669,917,917,864,864,376,371,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,78,NA,NA,NA,5,7,6,11,10,0,NA,630,30,0,0,NA,4,NA,9,8,5,0,NA,3062,0,"POINT (-83.81737 34.30335)","[C110029-B, C110029-A]",7,7,7,7,194,4065,1938,9694,79,76
"1059","111320","2022/01/07","GA","111320","HIGGINS GENERAL HOSPITAL","200 ALLEN MEMORIAL DRIVE","BREMEN",30110,"Critical Access Hospitals",13143,"true",34,34,23,25.6,18.1,4.6,4.6,NA,0,0,23,0,0,0,0,0,0,0,0,0,238,238,161,179,127,7,32,25,0,0,161,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,0,0,0,0,NA,5,NA,NA,0,0,86,NA,0,0,0,0,0,0,NA,0,0,0,484,0,"POINT (-85.144494 33.716398)","[C111320-A]",7,7,7,7,6,119,126,93,0,0
"1060","110191","2022/01/07","GA","110191","PIEDMONT HENRY HOSPITAL","1133 EAGLE'S LANDING PARKWAY","STOCKBRIDGE",30281,"Short Term",13151,"true",313,313,254,209.4,209.4,127.4,127.3,127.1,NA,NA,254,40,40,34.6,34.6,28.1,28.1,NA,NA,NA,2191,2191,1778,1466,1466,7,891,890,NA,NA,1778,280,280,242,242,197,197,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,148,0,7,8,12,26,34,40,21,0,0,310,4,0,0,0,NA,0,NA,0,NA,0,0,1852,NA,"POINT (-84.225561 33.508996)","[C110191-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1061","110069","2022/01/07","GA","110069","HOUSTON MEDICAL CENTER","1601 WATSON BOULEVARD","WARNER ROBINS",31093,"Short Term",13153,"true",269,269,230,238.3,212,57.6,57.6,52.4,0,0,230,32,32,26.7,26.7,13.7,12.9,NA,0,NA,1883,1883,1610,1668,1484,7,403,367,0,0,1610,224,224,187,187,96,90,NA,0,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,66,0,6,NA,NA,12,11,18,9,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,0,0,849,NA,"POINT (-83.629475 32.618198)","[C110069-A]",7,7,7,7,22,546,91,1761,0,0
"1062","110153","2022/01/07","GA","110153","PERRY HOSPITAL","1120 MORNINGSIDE DR","PERRY",31069,"Short Term",13153,"true",48,48,39,27.3,22.4,7.7,7.7,7.6,0,0,39,4,4,NA,NA,NA,NA,NA,0,0,336,336,273,191,157,7,54,53,0,0,273,28,28,5,5,5,5,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,"POINT (-83.711227 32.459346)","[C110153-A]",7,7,7,7,0,76,6,180,0,0
"1063","110130","2022/01/07","GA","110130","IRWIN COUNTY HOSPITAL","710 N IRWIN AVENUE","OCILLA",31774,"Short Term",13155,"false",34,24,18,11.6,9,NA,NA,NA,0,0,29.7,0,0,0,0,0,0,0,0,0,102,72,126,81,63,7,17,17,0,0,208,0,0,0,0,0,0,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,5,0,NA,0,0,0,0,NA,NA,0,0,52,0,0,0,0,0,0,0,0,0,0,0,108,0,"POINT (-83.250325 31.603252)","[C110130-A]",7,7,7,7,0,18,0,180,0,10
"1064","111303","2022/01/07","GA","111303","JASPER MEMORIAL HOSPITAL","898 COLLEGE STREET","MONTICELLO",31064,"Critical Access Hospitals",13159,"true",12,12,12,NA,NA,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,12,84,21,21,7,0,0,0,0,84,0,0,0,0,0,0,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,76,0,"POINT (-83.686877 33.313982)","[C111303-A]",7,7,7,7,0,15,NA,134,0,NA
"1065","111333","2022/01/07","GA","111333","JEFF DAVIS HOSPITAL","163 SOUTH TALLAHASSEE STREET","HAZLEHURST",31539,"Critical Access Hospitals",13161,"false",33,32,24,11.4,9.6,NA,NA,NA,0,0,24,4,4,NA,NA,0,0,NA,0,NA,231,224,168,80,67,7,13,9,0,0,168,28,28,7,7,0,0,4,0,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,NA,NA,0,NA,0,0,0,73,NA,0,0,0,0,0,0,NA,0,0,0,152,NA,"POINT (-82.607584 31.857727)","[C111333-A]",7,7,7,7,4,60,15,189,NA,8
"1066","110100","2022/01/07","GA","110100","JEFFERSON HOSPITAL","1067 PEACHTREE ST","LOUISVILLE",30434,"Short Term",13163,"false",21,21,14,0,0,4.7,4.7,4.7,0,0,14,0,0,0,0,0,0,0,0,0,147,147,98,0,0,7,33,33,0,0,98,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,NA,NA,0,NA,0,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,155,0,"POINT (-82.40439 33.009651)","[C110100-A]",7,7,7,7,NA,54,0,104,NA,NA
"1067","111311","2022/01/07","GA","111311","JENKINS COUNTY MEDICAL CENTER","931 EAST WINTHROPE AVENUE","MILLEN",30442,"Critical Access Hospitals",13165,"false",17,0,0,0,0,NA,NA,NA,0,0,13,0,0,0,0,0,0,0,0,0,119,0,0,0,0,7,8,8,0,0,91,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,0,0,0,0,NA,NA,0,0,23,0,0,0,0,0,0,0,0,0,0,0,105,0,"POINT (-81.934074 32.803678)","[C111311-A]",7,7,7,7,0,12,NA,99,0,0
"1068","111326","2022/01/07","GA","111326","SGMC LANIER CAMPUS","116 WEST THIGPEN AVENUE","LAKELAND",31635,"Critical Access Hospitals",13173,"true",35,35,28,6.9,6.4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,245,245,196,48,45,7,0,0,0,0,196,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,319,0,"POINT (-83.087308 31.041663)","[C111326-A]",7,7,7,7,0,0,0,0,0,0
"1069","110125","2022/01/07","GA","110125","FAIRVIEW PARK HOSPITAL","200 INDUSTRIAL BOULEVARD","DUBLIN",31021,"Short Term",13175,"true",178.3,152.3,130.3,134.9,129.7,29.7,28,27.9,NA,NA,156.3,28,17.3,18.7,17.3,6.6,6.4,NA,NA,0,1248,1066,912,944,908,7,196,195,12,12,1094,196,121,131,121,46,45,16,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,37,NA,0,NA,NA,7,9,6,8,0,11,148,NA,0,0,0,0,0,0,NA,0,0,0,1083,NA,"POINT (-82.950571 32.53429)","[C110125-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1070","111335","2022/01/07","GA","111335","LIBERTY REGIONAL MEDICAL CENTER","462 E G MILES PARKWAY","HINESVILLE",31310,"Critical Access Hospitals",13179,"true",41,41,23,28.1,20.3,NA,NA,NA,0,0,23,0,0,0,0,0,0,NA,0,0,287,287,161,197,142,7,16,16,0,0,161,0,0,0,0,0,0,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,NA,NA,NA,NA,NA,0,NA,0,0,306,0,0,0,0,0,0,0,0,0,0,0,658,NA,"","[C111335-A]",7,7,7,7,6,34,399,393,NA,5
"1071","110122","2022/01/07","GA","110122","SOUTH GEORGIA MEDICAL CENTER","2501 NORTH PATTERSON STREET, PO BOX 1727","VALDOSTA",31602,"Short Term",13185,"true",345,323,279,262.9,235.1,48.1,48.1,48.1,0,0,301,48,48,45.6,45.6,7.7,7.7,NA,0,NA,2415,2261,1953,1840,1646,7,337,337,0,0,2107,336,336,319,319,54,54,6,0,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,63,NA,5,5,8,9,13,11,11,0,NA,1018,0,0,0,0,0,0,0,0,0,0,0,1762,NA,"POINT (-83.288863 30.86175)","[C110122-A]",7,7,7,7,0,0,0,0,0,0
"1072","110237","2022/01/07","GA","110237","NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN","227 MOUNTAIN DRIVE","DAHLONEGA",30533,"Short Term",13187,"false",49,49,40,33.3,33.3,8.4,8.4,8.4,0,0,40,0,0,0,0,0,0,0,0,0,343,343,280,233,233,7,59,59,0,0,280,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,NA,NA,0,NA,NA,NA,0,0,58,0,0,0,0,0,0,0,0,0,0,0,328,0,"POINT (-83.976028 34.523076)","[C110237-A]",7,7,7,7,0,0,0,0,0,0
"1073","110111","2022/01/07","GA","110111","UNIVERSITY HOSPITAL MCDUFFIE","2460 WASHINGTON ROAD","THOMSON",30824,"Short Term",13189,"true",41,41,22,15,15,4.4,4.4,4.4,0,0,22,0,0,0,0,0,0,0,0,0,123,123,154,105,105,7,31,31,0,0,154,0,0,0,0,0,0,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,NA,0,0,0,NA,0,0,0,NA,0,0,60,0,0,0,0,0,0,0,0,0,0,0,332,0,"POINT (-82.504478 33.523237)","[C110111-A]",7,7,7,7,0,174,78,70,0,0
"1074","110190","2022/01/07","GA","110190","FLINT RIVER COMMUNITY HOSPITAL","509 SUMTER STREET, BOX 770","MONTEZUMA",31063,"Short Term",13193,"false",37.7,19.1,20.4,17.9,14.9,0,0,0,0,0,39,5.6,0,0,0,0,0,0,0,0,264,134,143,125,104,7,0,0,0,0,273,39,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-84.030122 32.295076)","[C110190-A]",7,7,7,7,0,42,0,56,0,0
"1075","112000","2022/01/07","GA","112000","ROOSEVELT WARM SPRINGS LTAC HOSPITAL","6135 ROOSEVELT HIGHWAY, P O BOX 280","WARM SPRINGS",31830,"Long Term",13199,"true",24,24,24,12.6,12.6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,168,168,168,88,88,7,0,0,0,0,168,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-84.687098 32.891519)","[C112000-A]",7,7,7,7,0,0,94,94,0,0
"1076","111316","2022/01/07","GA","111316","WARM SPRINGS MEDICAL CENTER","5995 SPRING STREET","WARM SPRINGS",31830,"Critical Access Hospitals",13199,"true",28.4,28.4,25,13.6,13.6,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,199,199,175,95,95,7,0,0,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,"POINT (-84.683559 32.890775)","[C111316-A]",7,7,7,7,0,14,44,102,0,0
"1077","111305","2022/01/07","GA","111305","MILLER COUNTY HOSPITAL","209 N CUTHBERT STREET","COLQUITT",39837,"Critical Access Hospitals",13201,"false",31,31,25,18.3,18,14,14,14,0,0,25,0,0,0,0,0,0,0,0,0,217,217,175,128,126,7,98,98,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,0,NA,0,NA,0,NA,0,0,40,0,0,0,0,0,0,0,0,0,0,0,91,0,"POINT (-84.734551 31.175592)","[C111305-A]",7,7,7,7,6,19,9,344,0,0
"1078","111331","2022/01/07","GA","111331","MITCHELL COUNTY HOSPITAL","90 STEPHENS STREET","CAMILLA",31730,"Critical Access Hospitals",13205,"false",33,26,18,14.3,12,NA,NA,NA,0,0,24,0,0,0,0,0,0,0,0,0,198,156,126,100,84,7,18,17,0,0,168,0,0,0,0,0,0,0,0,0,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,16,0,0,NA,4,NA,NA,NA,NA,0,0,162,NA,0,0,0,NA,0,0,0,0,0,0,339,0,"POINT (-84.205091 31.229277)","[C111331-A]",7,7,7,7,0,0,0,0,0,0
"1079","111318","2022/01/07","GA","111318","MONROE COUNTY HOSPITAL","88 MARTIN LUTHER KING JR DRIVE","FORSYTH",31029,"Critical Access Hospitals",13207,"true",34,34,25,22,18.6,7.3,7.3,7.3,0,0,25,0,0,0,0,NA,NA,0,0,0,238,238,175,154,130,7,51,51,0,0,175,0,0,0,0,4,4,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,0,NA,NA,NA,NA,NA,NA,0,0,95,0,0,0,0,0,0,0,0,0,0,0,221,0,"POINT (-83.94657 33.031379)","[C111318-A]",7,7,7,7,0,184,0,80,0,0
"1080","111304","2022/01/07","GA","111304","MORGAN MEDICAL CENTER","1740 LIONS CLUB ROAD","MADISON",30650,"Critical Access Hospitals",13211,"true",33,33,25,16.1,13.9,8.6,8.6,8.6,0,0,25,0,0,0,0,0,0,0,0,0,231,231,175,113,97,7,60,60,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,0,NA,NA,NA,0,0,92,0,0,0,0,0,0,0,0,0,0,0,196,0,"POINT (-83.471703 33.567687)","[C111304-A]",7,7,7,7,0,49,13,280,0,0
"1081","110050","2022/01/07","GA","110050","ADVENTHEALTH MURRAY","707 OLD DALTON ELLIJAY ROAD, PO BOX 1406","CHATSWORTH",30705,"Short Term",13213,"true",32,32,32,11.3,11.3,6,6,5.9,0,0,32,0,0,0,0,0,0,0,0,0,32,32,224,79,79,7,42,41,0,0,224,0,0,0,0,0,0,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,8,0,0,0,NA,NA,NA,NA,NA,0,0,139,NA,0,0,0,0,0,0,NA,0,0,0,536,0,"POINT (-84.782793 34.779502)","[C110050-A]",7,7,7,7,0,134,NA,169,0,0
"1082","112012","2022/01/07","GA","112012","COLUMBUS SPECIALTY HOSPITAL, INC","616 19TH STREEET","COLUMBUS",31901,"Long Term",13215,"true",20,20,20,15.7,15.7,6.1,6.1,6.1,0,0,20,0,0,0,0,0,0,0,0,0,80,80,140,110,110,7,43,43,0,0,140,0,0,0,0,0,0,0,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","[C112012-A]",7,7,7,7,0,9,7,65,0,0
"1083","110064","2022/01/07","GA","110064","PIEDMONT COLUMBUS REGIONAL MIDTOWN","710 CENTER STREET","COLUMBUS",31901,"Short Term",13215,"true",351,311,252,189.3,188.3,56.3,53.6,53.3,NA,NA,276,44,39,36,34,8.4,8.4,NA,NA,NA,2457,2177,1764,1325,1318,7,375,373,19,19,1932,308,273,252,238,59,59,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,69,0,NA,9,14,9,18,8,8,0,NA,183,NA,0,0,NA,0,0,0,0,NA,0,0,1183,NA,"POINT (-84.981978 32.481714)","[C110064-B, C110064-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1084","110129","2022/01/07","GA","110129","ST FRANCIS HOSPITAL- EMORY HEALTHCARE","2122 MANCHESTER EXPRESSWAY","COLUMBUS",31995,"Short Term",13215,"true",162,162,237,183.9,180.1,45.7,45.7,45.7,0,0,237,37,37,26.3,26.1,7.3,7.3,NA,0,0,810,810,1659,1287,1261,7,320,320,0,0,1659,259,259,184,183,51,51,8,0,0,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,63,0,NA,4,NA,8,16,17,6,6,0,150,0,0,0,0,0,0,0,0,0,0,0,962,0,"POINT (-84.961046 32.506919)","[C110129-B, C110129-A]",7,7,7,7,0,1141,1449,1230,0,187
"1085","110200","2022/01/07","GA","110200","PIEDMONT COLUMBUS REGIONAL NORTHSIDE","100 FRIST COURT","COLUMBUS",31909,"Short Term",13215,"true",55,55,50.6,50.6,50.6,17.7,17.7,17.7,0,0,50.6,9.6,9.6,9.6,9.6,6.4,6.4,NA,NA,NA,385,385,354,354,354,7,124,124,0,0,354,67,67,67,67,45,45,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,28,0,NA,0,NA,5,6,5,7,0,0,98,0,0,0,0,0,0,0,0,0,0,0,910,NA,"POINT (-84.954383 32.53588)","[C110200-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1086","110018","2022/01/07","GA","110018","PIEDMONT NEWTON HOSPITAL","5126 HOSPITAL DRIVE NE","COVINGTON",30014,"Short Term",13217,"true",120,120,89.3,89.3,89.3,42.4,42.1,42.1,NA,0,89.3,21.6,21.6,21.6,21.6,14.4,14.4,NA,NA,NA,840,840,625,625,625,7,295,295,NA,0,625,151,151,151,151,101,101,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,61,0,4,5,4,6,14,19,9,0,0,293,NA,0,0,0,0,NA,NA,NA,0,0,0,967,NA,"POINT (-83.848083 33.602672)","[C110018-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1087","110042","2022/01/07","GA","110042","WELLSTAR PAULDING HOSPITAL","2518 JIMMY LEE SMITH PARKWAY","HIRAM",30141,"Short Term",13223,"true",178,178,140.3,140.3,140.3,99.4,98.3,72.7,NA,NA,140.3,25,25,23.4,23.4,19.6,17.4,0,0,0,1246,1246,982,982,982,7,688,509,8,5,982,175,175,164,164,137,122,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,83,0,0,5,NA,12,22,20,22,0,0,456,32,0,NA,NA,NA,6,4,9,8,0,0,1217,0,"POINT (-84.781316 33.902423)","[C110042-A]",7,7,7,7,0,0,0,0,0,0
"1088","111310","2022/01/07","GA","111310","ATRIUM HEALTH NAVICENT PEACH","1960 HIGHWAY 247 CONNECTOR","BYRON",31008,"Critical Access Hospitals",13225,"true",39,39,25,37.9,25.9,14,14,14,0,0,25,0,0,0,0,0,0,0,0,0,273,273,175,265,181,7,98,98,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20,0,NA,NA,NA,NA,4,4,4,0,0,144,4,0,0,0,NA,NA,0,NA,0,0,0,473,0,"POINT (-83.758347 32.606567)","[C111310-A]",7,7,7,7,0,4,155,147,0,0
